企业名称,岗位名称,招聘人数,用工形式,薪资范围,岗位要求,工作地点,登记开始时间,登记结束时间,招聘联系人,联系人电话,登记机构
北京豪盛恒大科技有限公司,普工/操作工,15,全职,月薪(元):4000-5000,1、服从领导、听从安排、团结同事、精诚合作、紧密配合工作；2、有团队精神、积极向上、配合技术人员完成施工任务；,北京市大兴区青云店镇大东新村北京华联创意园区4号楼,4/6/2026,4/7/2026,方*,1381103****,林校路街道
北京天赐全顺商贸中心,中式面点师,10,全职,月薪(元):2600-2800,会做各种中式面点，服从管理，爱岗敬业,北京市平谷区马昌营镇官庄路口西南角底商楼1号1-2,18/5/2026,18/6/2026,刘*伶,6198****,马昌营镇
北京元策税务师事务所有限公司,财务会计,1,全职,月薪(元):6000-8000,"1.具备基础财务知识，了解会计管理工作;有主动学习意愿；
2.熟练使用办公软件，及财务软件，能高效处理日常数据;
3.工作认真细致，责任心强，具备良好的服务、服从意识;
4.有良好的沟通能力，能配合团队完成工作;
5.有记账公司工作经验优先考虑；
6.有会计中级职称。",北京市通州区熙锦大厦C座7层705室,19/5/2026,19/6/2026,李*华,1381122****,台湖镇
北京市平谷区承师职业技能培训学校,技术运维岗,1,全职,月薪(元):4000-4000,"高中、中专及以上学历；
责任心强、吃苦耐劳，具备团队协作和沟通能力；
熟悉水电维修，熟练掌握维修工具的使用。",北京市西城区复兴门外大街2号,4/3/2026,25/6/2026,陈*师,1861817****,平谷区
北京链家置地房地产经纪有限公司农大南路店,房地产销售/置业顾问,60,全职,月薪(元):3500-6000,对房地产、金融、互联网感兴趣者优先；（2） 气质亲和，具有较强的沟通能力，有良好的服务意识；（3） 诚实守信，具有较强的团队合作意识，积极乐观，勇于挑战；（4） 具有较强的学习意愿以及自主学习能力，抗压能力强；,北京市海淀区厢黄旗1号楼105,26/5/2026,26/6/2026,窦*强,1302121****,羊坊店街道
北京海涵彦盛科贸有限公司,版图设计,2,全职,月薪(元):4000-4000,"负责标准库单元和定制数字电路版图设计及优化
模拟IP版图设计,例如LDO,PLL,ADC等与电路设计工程师讨论布局",北京市昌平区天通中苑二区41号楼10层1001,12/6/2026,12/7/2026,邱*平,1851345****,西北旺地区
北京育乐宝家政服务有限公司,保姆/母婴护理,50,全职,月薪(元):4500-5500,身体健康、无不良记录，有经验者优先,北京市怀柔区迎宾中路甲42号楼一层1-101,18/5/2026,24/6/2026,潘*香,1581072****,怀北镇
北京职为家人力资源有限公司,礼宾,2,全职,月薪(元):6000-6600,身材匀称，气质佳,北京市朝阳区建国路93号院万达广场12号楼1006,4/6/2026,4/7/2026,杨*士,1830113****,新街口街道
北京万盛源物业管理有限责任公司,物业维修,2,全职,月薪(元):4000-5000,"岗位要求：
1、有相关岗位从业经验；
2、有上岗资格证书；
3、身体健康，初中以上学历。
工作职责：
1、物业工程维修（水、电、土建、综合等）；
2、负责供、排水管线、泵房设备设施的巡视、保养和故障的检修工作；
3、负责顾客报修的维修工作等；
4、领导交办的其他工作。",北京市丰台区菜户营东街甲88号鹏润家园物业,9/6/2026,9/7/2026,闫*师,6335****,天桥街道
北京市房山区国爱老年人服务中心,养老护理员,30,全职,月薪(元):5000-7000,热爱护理工作，言行沟通能力良好，服从调配，无违法违纪记录，无传染病史。,北京市房山区阎村镇紫园路14号,26/12/2025,25/7/2026,朱*伟,1326946****,大石窝镇
北京四方元盛物业管理有限公司,保洁,10,全职,月薪(元):2800-2800,负责服务区内巡逻，秩序维护等,北京市门头沟区京蔚高速斋堂段西胡林服务区内,10/6/2026,10/7/2026,赵*,1788717****,斋堂镇
布林克国际货运（上海）有限公司北京分公司,水运/空运/陆运操作,1,全职,月薪(元):6000-9000,"1、有机场货运操作经验者优先考虑，退役军人者更佳；
2、有较强的责任心和敬业精神，做事严谨细心，思路清晰敏捷，具有良好的沟通和协调能力；
3、身体健壮，能吃苦耐劳，视具体工作需要，能加班及出差，能接受不定时工作制；
4、无不良记录，诚实、保密、有团队合作精神和能力，执行力强。",无固定,11/5/2026,11/8/2026,孙*雯,1370187****,东城区
北京市房山区第一医院,精神心理科医师,1,全职,月薪(元):10000-15000,"1、专业要求
临床医学、精shen病学
2、学历要求
本科及以上
具体薪资待遇面议",北京市房山区城关街道房窑路6号,11/6/2026,11/7/2026,高*培,8933****,长辛店街道
北京链家置地房地产经纪有限公司昌平第二十五分公司,房地产销售/置业顾问,60,全职,月薪(元):3500-6000,对房地产、金融、互联网感兴趣者优先；（2） 气质亲和，具有较强的沟通能力，有良好的服务意识；（3） 诚实守信，具有较强的团队合作意识，积极乐观，勇于挑战；（4） 具有较强的学习意愿以及自主学习能力，抗压能力强；,北京市昌平区回龙观镇龙腾苑五区14号楼1层1号,29/5/2026,29/6/2026,窦*生,1302121****,羊坊店街道
北京中福润泽石油有限公司,加油工,2,全职,月薪(元):2800-2800,"1、有夜班，能适应倒班工作；
2、具体情况面议。",北京市朝阳区东风乡北豆各庄233号（姚家园路与星火西路交叉口东北角大桥石化豆各庄加油站）,27/5/2026,25/6/2026,王*生,1312658****,东风地区
营北沟瓦厂休闲度假俱乐部（北京）有限公司,酒店销售,10,全职,月薪(元):7000-10000,精通英语，能同外国人交流，能回英文邮件,北京市怀柔区渤海镇北沟村村南100米,27/5/2026,27/6/2026,许*师,1352162****,渤海镇
北京顺丰速运有限公司,快递站点管理师,40,全职,月薪(元):8000-12000,"1.2026届应届本科毕业生及以上学历，物流类、市场销售类、经济学、管理学等相关专业优先；
2.熟练掌握Office办公软件使用，具备物流行业社会实践经验者优先；
3.具备良好的团队协作意识，勇于担当，需具备一定抗压素质；
4.人际理解及影响力较好，具备良好客户服务意识；
5.持续性主动学习，具备良好问题分析及解决能力，追求卓越。",北京市顺义区南法信物流园六街十号,27/2/2026,31/12/2026,刘*理,1501028****,北京市
北京怀糖老解说酒商贸中心,收银员,1,全职,月薪(元):4500-8000,认真负责,北京市怀柔区泉河园二区甲2号楼1层,29/5/2026,29/6/2026,解*宝,1391041****,长哨营满族乡
河北铁运铁路电气化技术有限公司,VIP 接待员,30,全职,月薪(元):4000-7000,VIP 接待员,河北省石家庄市新华区东焦街道中华北大街198号中储广场5-602-06,11/6/2026,11/7/2026,贾*理,1861856****,门头沟区
嘉瑞国际人力资源（北京）有限公司,洗车洗美工,10,全职,月薪(元):5000-7500,"1.有洗车美容经验优先
2.有强烈的服务意识，踏实沉稳的工作态度",北京市石景山区广宁街道双峪路（京东养车各个门店）,13/3/2026,19/6/2026,宋*英,1326455****,阎村镇
北京麦弗瑞科技有限公司,保洁,8,全职,月薪(元):4000-5000,"持残疾证，手脚动作灵活。
品行端正，踏实稳重，责任心强，无不良记录。",北京市海淀区西三环北路50号豪柏大厦c2座19层101,26/5/2026,26/6/2026,张*士,1581089****,紫竹院街道
北京恩皓餐饮有限公司,中餐厨师,7,全职,月薪(元):6500-11000,身体健康，热爱工作，熟练掌握烹饪技巧。,北京市顺义区旺泉街道顺西路79号一层1-1号（京辣尚·麻辣香锅·烤鱼）,3/6/2026,3/7/2026,王*长,1371614****,旺泉街道
北京红语健康管理有限公司,服务员,5,全职,月薪(元):5000-8000,"服务顾客
有养生、理疗、美容、健康等行业优先考虑，无经验但热爱本行业可免费培训上岗",昌平区小汤山镇双兴苑A区底商3号3-4门,20/5/2026,20/6/2026,安*士,1591086****,昌平区
北京智德英才人力资源服务有限公司,综合维修工,1,全职,月薪(元):5500-5600,"1. 具备1年以上物业或相关行业维修工作经验，熟悉水电、木工、瓦工等基础维修技能。
2. 持有电工操作证等相关专业资质证书者。
3. 具备较强的动手能力与问题分析能力，能独立完成常见故障的排查与修复。
4. 工作细致负责，有良好的服务意识与沟通能力，能耐心解答疑问。",北京市大兴区兴丰街道兴华大街1号雪花文创园,19/5/2026,19/6/2026,王*,1731059****,安定镇
北京新中一健康管理有限公司,行政考务,3,全职,月薪(元):5000-7000,"1.统招本科学历。条件优秀可放宽到统招大专。有相关经验优先。
2.要求形象良好，待人接物大方得体，有服务意识，积极主动，良好的表达能力和团队合作意识。
3.电脑常用软件使用熟练，统计信息及时准确。
4.热爱职业技能教育事业。",北京市丰台区花乡纪家庙纪通东路78号院,25/5/2026,25/6/2026,李*师,1732687****,花园路街道
泰康人寿保险有限责任公司北京朝阳永安里支公司,理财顾问/财务规划师,5,全职,月薪(元):8000-12000,"1.外资银行/中资股份制银行/大型财富机构/信托/券商/基金等公司工作经验，或留学、高端房产、俱乐部会所、奢侈品等相关行业销售经验；有金融、养老、健康、医疗、地产、教培从业背景者优先录用；
2.拥有一定规模的高净值及超高净值客户资源，客户粘度高，客户开发能力强，客户关系维持能力强；
3.有较强的沟通表达能力、抗压能力、自我驱动力、成就需求等；
4.具有敏锐的市场洞察力和准确的客户分析能力，对行业、公司及产品理念高度认可。",北京市朝阳区建国门外大街乙12号5层西塔01-05单元,20/5/2026,20/6/2026,辛*生,1861035****,昌平区
北京森茂物业管理有限公司,食堂厨工,5,全职,月薪(元):4500-5000,"1.具备面点制作相关经验，熟悉各类面点制作工艺;2.持有健康证，了解食品安全法规;
3.具有良好的团队合作精神，能够在快节奏环境中工作;4.对食材创新和菜品质量有较高追求。",北京市朝阳区紫南家园108号楼202室,31/3/2026,30/6/2026,郑*士,1861089****,豆各庄地区
北京安国水道自控工程技术有限公司,销售代表,5,全职,月薪(元):5000-10000,1、大专及以上学历；应届毕业生营销专业的也可。,北京市朝阳区北苑路180号加利大厦1-404,28/2/2026,26/6/2026,王*茹,1479450****,平谷区
亿保保（北京）居家养老服务有限公司,护士/护理,12,全职,月薪(元):5000-8000,"1.大专及以上学历，护理学或相关专业；
2.具备1-3年临床护理或养老护理工作经验；
3.掌握医疗保健管理及专业护理技能；
4.熟悉社区居家养老服务标准及操作流程；
5.持有护士执业资格证书者优先。",北京市石景山区模式口东里1号楼南侧亿保保居家养老综合服务中心,29/12/2025,26/6/2026,马*师,1560044****,石景山区
江苏康为世纪生物科技股份有限公司北京分公司,技术研发经理/主管,10,全职,月薪(元):20000-35000,博士及以上，了解分子生物学相关实验技能，具备使用仪器及其相关应用程序的应用能力；,北京市昌平区生命科学园医科路9号院4号楼2层201,9/6/2026,9/7/2026,李*,1391136****,昌平区
北京家家无忧家政服务有限公司,育儿嫂,50,全职,月薪(元):7000-9000,"会使用手机导航,有相关岗位经验",北京市朝阳区东三环中路39号院9号楼3层9312,20/4/2026,28/6/2026,潘*师,1872436****,安定门街道
北京云驿新能源汽车服务有限公司,车间学徒/维修技师,4,全职,月薪(元):3000-3000,技工学校相关专业毕业,北京市顺义区南法信镇物流园八街9号院3号楼1-1、1-2、1-3室,2/6/2026,2/7/2026,杨*芳,1861035****,光明街道
顺达常赢（北京）汽车租赁服务有限公司,校车驾驶员/校车司机,3,兼职,月薪(元):4000-5000,"1、A1本，15年以上实际驾驶经验，驾驶技术娴熟，熟悉本地路况；　
2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；
3、为人踏实、老实忠厚，有爱心 爱车 爱孩子的 ，保密意识强、责任心强，具有一定的服务意识；",北京市通州区梨园镇高楼金第小区四号楼二单元1702,4/1/2026,7/7/2026,尹*玉,1368146****,常营地区
